,precision,recall,f1-score,support
Thermal,0.8145161290322581,0.7769230769230769,0.7952755905511811,130.0
Parameter,0.40331491712707185,0.5793650793650794,0.4755700325732899,126.0
Propulsion,0.6708860759493671,0.5638297872340425,0.6127167630057804,94.0
OBDH,0.8012048192771084,0.7074468085106383,0.751412429378531,188.0
Quality control,0.7352941176470589,0.7177033492822966,0.7263922518159807,209.0
Project Scope,0.6617647058823529,0.6923076923076923,0.6766917293233082,65.0
Materials / EEEs,0.5625,0.7,0.6237623762376238,90.0
Safety / Risk (Control),0.7142857142857143,0.6741573033707865,0.6936416184971098,89.0
System engineering,0.6304347826086957,0.6590909090909091,0.6444444444444445,88.0
GN&C,0.7391304347826086,0.6685393258426966,0.7020648967551623,178.0
Telecom.,0.7613636363636364,0.7362637362637363,0.7486033519553073,91.0
Project Organisation / Documentation,0.4807692307692308,0.704225352112676,0.5714285714285714,71.0
Measurement,0.9583333333333334,0.8994413407821229,0.9279538904899135,179.0
Cleanliness,0.8333333333333334,0.5882352941176471,0.6896551724137931,17.0
Power,0.8085106382978723,0.8333333333333334,0.8207343412526998,228.0
Structure & Mechanism,0.7080745341614907,0.5560975609756098,0.6229508196721312,205.0
Nonconformity,0.7837837837837838,0.4393939393939394,0.5631067961165048,66.0
Space Environment,0.7354497354497355,0.6376146788990825,0.683046683046683,218.0
micro avg,0.7130242825607064,0.6925385934819898,0.702632151403089,2332.0
macro avg,0.7112749956713695,0.6741093648780758,0.6849695421643343,2332.0
weighted avg,0.7285618239786708,0.6925385934819898,0.7053793645851922,2332.0
