,precision,recall,f1-score,support
Materials / EEEs,0.5827338129496403,0.6532258064516129,0.6159695817490495,124.0
Nonconformity,0.660377358490566,0.4430379746835443,0.5303030303030303,79.0
Project Scope,0.676923076923077,0.4943820224719101,0.5714285714285714,89.0
Power,0.8099547511312217,0.7584745762711864,0.7833698030634574,236.0
Cleanliness,0.7192982456140351,0.7884615384615384,0.7522935779816514,52.0
Propulsion,0.7419354838709677,0.6,0.6634615384615384,115.0
Telecom.,0.7865168539325843,0.5263157894736842,0.6306306306306306,133.0
OBDH,0.8005540166204986,0.8865030674846626,0.8413391557496361,326.0
Quality control,0.6766169154228856,0.6044444444444445,0.6384976525821596,225.0
System engineering,0.6363636363636364,0.5137614678899083,0.5685279187817259,109.0
Parameter,0.4580152671755725,0.42857142857142855,0.44280442804428044,140.0
Thermal,0.6636363636363637,0.8295454545454546,0.7373737373737373,88.0
Space Environment,0.6541666666666667,0.8306878306878307,0.7319347319347319,189.0
Safety / Risk (Control),0.7121212121212122,0.6861313868613139,0.6988847583643123,137.0
Measurement,0.9137931034482759,0.9217391304347826,0.9177489177489178,230.0
GN&C,0.6526315789473685,0.8378378378378378,0.7337278106508875,74.0
Project Organisation / Documentation,0.6212121212121212,0.5324675324675324,0.5734265734265734,77.0
Structure & Mechanism,0.5163398692810458,0.6171875,0.5622775800711743,128.0
micro avg,0.7038796516231196,0.6969815758526068,0.7004136300965137,2551.0
macro avg,0.6823994629893189,0.6640430438354817,0.6663333332414481,2551.0
weighted avg,0.7063317885862515,0.6969815758526068,0.6960696789633668,2551.0
