,precision,recall,f1-score,support
Parameter,0.5370370370370371,0.46774193548387094,0.5,186.0
Nonconformity,0.5138888888888888,0.578125,0.5441176470588235,64.0
Propulsion,0.7473684210526316,0.6698113207547169,0.7064676616915423,106.0
Space Environment,0.8052256532066508,0.9390581717451524,0.8670076726342711,361.0
Thermal,0.7192982456140351,0.7735849056603774,0.7454545454545455,106.0
Structure & Mechanism,0.48366013071895425,0.5362318840579711,0.5085910652920962,138.0
Project Organisation / Documentation,0.5064935064935064,0.4936708860759494,0.5,79.0
System engineering,0.7019230769230769,0.6517857142857143,0.6759259259259259,112.0
Quality control,0.6544715447154471,0.7385321100917431,0.6939655172413793,218.0
Measurement,0.8959537572254336,0.9064327485380117,0.9011627906976745,171.0
Materials / EEEs,0.7453416149068323,0.6818181818181818,0.712166172106825,176.0
Power,0.7704081632653061,0.7783505154639175,0.7743589743589744,194.0
GN&C,0.6635514018691588,0.5772357723577236,0.6173913043478261,123.0
Safety / Risk (Control),0.7540983606557377,0.5786163522012578,0.6548042704626335,159.0
OBDH,0.875,0.7379518072289156,0.8006535947712419,332.0
Telecom.,0.5746268656716418,0.7333333333333333,0.6443514644351465,105.0
Project Scope,0.5679012345679012,0.6666666666666666,0.6133333333333333,69.0
Cleanliness,0.8227848101265823,0.7065217391304348,0.7602339181286549,92.0
micro avg,0.7148001440403313,0.7112146184163383,0.7130028735632183,2791.0
macro avg,0.6855018173854902,0.6786371691607743,0.6788881032189386,2791.0
weighted avg,0.7194776934563752,0.7112146184163383,0.7118756568701256,2791.0
