,precision,recall,f1-score,support
Parameter,0.475,0.36538461538461536,0.41304347826086957,208.0
Project Organisation / Documentation,0.47368421052631576,0.3698630136986301,0.4153846153846154,73.0
Quality control,0.7407407407407407,0.703125,0.7214428857715431,256.0
Cleanliness,0.8918918918918919,0.6470588235294118,0.75,51.0
Nonconformity,0.7258064516129032,0.6923076923076923,0.7086614173228346,65.0
GN&C,0.5909090909090909,0.5864661654135338,0.5886792452830188,133.0
System engineering,0.6666666666666666,0.65,0.6582278481012658,160.0
Structure & Mechanism,0.5855855855855856,0.40625,0.4797047970479705,160.0
Propulsion,0.676056338028169,0.5783132530120482,0.6233766233766234,83.0
Power,0.5909090909090909,0.6923076923076923,0.6376021798365122,169.0
Space Environment,0.7620041753653445,0.7668067226890757,0.7643979057591623,476.0
Materials / EEEs,0.5609756097560976,0.6330275229357798,0.5948275862068966,109.0
Thermal,0.7363636363636363,0.8181818181818182,0.7751196172248804,99.0
Project Scope,0.6024096385542169,0.6410256410256411,0.6211180124223602,78.0
Safety / Risk (Control),0.7984496124031008,0.6821192052980133,0.7357142857142858,151.0
Measurement,0.9237668161434978,0.8547717842323651,0.8879310344827587,241.0
Telecom.,0.7984496124031008,0.639751552795031,0.7103448275862069,161.0
OBDH,0.7377049180327869,0.8035714285714286,0.7692307692307693,224.0
micro avg,0.7025846377866763,0.6662064204349327,0.6839121190644932,2897.0
macro avg,0.6854096714384575,0.6405739961879321,0.6586003960562542,2897.0
weighted avg,0.7011868584241843,0.6662064204349327,0.6802651658192547,2897.0
