,precision,recall,f1-score,support
Quality control,0.7629310344827587,0.6145833333333334,0.6807692307692308,288.0
GN&C,0.59,0.7283950617283951,0.6519337016574586,81.0
Measurement,0.9294871794871795,0.8430232558139535,0.8841463414634146,172.0
Materials / EEEs,0.6187050359712231,0.6370370370370371,0.6277372262773723,135.0
Project Scope,0.6842105263157895,0.6753246753246753,0.6797385620915033,77.0
Propulsion,0.6136363636363636,0.5510204081632653,0.5806451612903226,49.0
Thermal,0.7764705882352941,0.8148148148148148,0.7951807228915663,81.0
Cleanliness,0.6666666666666666,0.6818181818181818,0.6741573033707865,44.0
Parameter,0.4765625,0.48412698412698413,0.48031496062992124,126.0
Space Environment,0.792,0.8583815028901735,0.8238557558945908,346.0
Project Organisation / Documentation,0.603448275862069,0.5223880597014925,0.56,67.0
OBDH,0.8523809523809524,0.7649572649572649,0.8063063063063063,234.0
Telecom.,0.5443037974683544,0.7543859649122807,0.6323529411764706,57.0
System engineering,0.7798165137614679,0.5782312925170068,0.6640625,147.0
Power,0.8423645320197044,0.7339055793991416,0.7844036697247706,233.0
Nonconformity,0.6304347826086957,0.5918367346938775,0.6105263157894737,49.0
Safety / Risk (Control),0.6644295302013423,0.7443609022556391,0.7021276595744681,133.0
Structure & Mechanism,0.4166666666666667,0.6716417910447762,0.5142857142857142,67.0
micro avg,0.7198975234842016,0.7066219614417435,0.7131979695431472,2386.0
macro avg,0.6802508303202515,0.6805684913629052,0.6751413373996318,2386.0
weighted avg,0.7330110590084787,0.7066219614417435,0.7152148491883838,2386.0
