,precision,recall,f1-score,support
Propulsion,0.8082191780821918,0.6276595744680851,0.7065868263473054,94.0
Project Organisation / Documentation,0.45,0.3176470588235294,0.3724137931034483,85.0
Materials / EEEs,0.8076923076923077,0.6176470588235294,0.7,170.0
Quality control,0.717391304347826,0.7268722466960352,0.7221006564551422,227.0
OBDH,0.5727699530516432,0.7052023121387283,0.6321243523316062,173.0
GN&C,0.8688524590163934,0.6666666666666666,0.7544483985765125,159.0
Power,0.7005347593582888,0.7443181818181818,0.721763085399449,176.0
Space Environment,0.7642276422764228,0.834319526627219,0.7977369165487977,338.0
Nonconformity,0.3333333333333333,0.16666666666666666,0.2222222222222222,30.0
Cleanliness,0.7631578947368421,0.7073170731707317,0.7341772151898734,41.0
Project Scope,0.65,0.5701754385964912,0.6074766355140186,114.0
Safety / Risk (Control),0.7272727272727273,0.6050420168067226,0.6605504587155964,119.0
Thermal,0.717948717948718,0.835820895522388,0.7724137931034483,67.0
System engineering,0.5192307692307693,0.5684210526315789,0.542713567839196,95.0
Parameter,0.5595238095238095,0.4895833333333333,0.5222222222222223,192.0
Telecom.,0.8346456692913385,0.5047619047619047,0.629080118694362,210.0
Measurement,0.9183673469387755,0.8866995073891626,0.9022556390977443,203.0
Structure & Mechanism,0.4260869565217391,0.5975609756097561,0.49746192893401014,82.0
micro avg,0.7042079207920792,0.6629126213592234,0.6829365873174635,2575.0
macro avg,0.6744030460346182,0.6206878605861506,0.6387637683497197,2575.0
weighted avg,0.7132637685377337,0.6629126213592234,0.6800892906277131,2575.0
