,precision,recall,f1-score,support
Quality control,0.7886792452830189,0.7827715355805244,0.7857142857142857,267.0
Space Environment,0.8235294117647058,0.851063829787234,0.8370702541106129,329.0
Parameter,0.4276315789473684,0.45774647887323944,0.4421768707482993,142.0
System engineering,0.5972222222222222,0.5180722891566265,0.5548387096774193,83.0
OBDH,0.8841059602649006,0.7158176943699732,0.7911111111111111,373.0
Project Organisation / Documentation,0.5147058823529411,0.4605263157894737,0.4861111111111111,76.0
Project Scope,0.7238095238095238,0.7169811320754716,0.7203791469194313,106.0
Power,0.7152777777777778,0.7744360902255639,0.7436823104693141,133.0
Nonconformity,0.5952380952380952,0.44642857142857145,0.5102040816326531,56.0
Measurement,0.8898305084745762,0.8823529411764706,0.8860759493670886,238.0
GN&C,0.7166666666666667,0.6323529411764706,0.671875,68.0
Propulsion,0.8059701492537313,0.6923076923076923,0.7448275862068966,78.0
Materials / EEEs,0.5324675324675324,0.5942028985507246,0.5616438356164384,69.0
Safety / Risk (Control),0.6923076923076923,0.7168141592920354,0.7043478260869566,113.0
Telecom.,0.6050420168067226,0.6260869565217392,0.6153846153846154,115.0
Structure & Mechanism,0.7282608695652174,0.4785714285714286,0.5775862068965517,140.0
Thermal,0.8846153846153846,0.8070175438596491,0.8440366972477065,114.0
Cleanliness,0.5869565217391305,0.7105263157894737,0.6428571428571429,38.0
micro avg,0.7433554817275747,0.7052797478329393,0.7238172260412454,2538.0
macro avg,0.695128724419845,0.6591153785851313,0.6733290411754241,2538.0
weighted avg,0.7481979792996811,0.7052797478329393,0.7230842088621787,2538.0
