,precision,recall,f1-score,support
Parameter,0.4696969696969697,0.42758620689655175,0.44765342960288806,145.0
Space Environment,0.6692913385826772,0.7981220657276995,0.728051391862955,213.0
System engineering,0.576,0.6545454545454545,0.6127659574468085,110.0
Project Organisation / Documentation,0.3902439024390244,0.26229508196721313,0.3137254901960784,61.0
OBDH,0.827027027027027,0.8523676880222841,0.8395061728395061,359.0
Telecom.,0.7283950617283951,0.5363636363636364,0.6178010471204188,110.0
Measurement,0.8357142857142857,0.8731343283582089,0.8540145985401459,134.0
Cleanliness,0.859375,0.6470588235294118,0.738255033557047,85.0
Quality control,0.6070038910505836,0.7536231884057971,0.6724137931034483,207.0
GN&C,0.7364341085271318,0.6985294117647058,0.7169811320754716,136.0
Structure & Mechanism,0.6161616161616161,0.4485294117647059,0.5191489361702127,136.0
Propulsion,0.8208955223880597,0.55,0.6586826347305389,100.0
Thermal,0.638095238095238,0.7613636363636364,0.694300518134715,88.0
Materials / EEEs,0.4880952380952381,0.5857142857142857,0.5324675324675324,70.0
Power,0.821256038647343,0.8629441624365483,0.8415841584158416,197.0
Nonconformity,0.6153846153846154,0.6037735849056604,0.6095238095238096,53.0
Safety / Risk (Control),0.7338709677419355,0.7982456140350878,0.7647058823529411,114.0
Project Scope,0.5714285714285714,0.55,0.5605095541401274,80.0
micro avg,0.6931063122923588,0.6959966638865721,0.694548481065335,2398.0
macro avg,0.6669094107060396,0.6480109211556049,0.6512272817933603,2398.0
weighted avg,0.6946115790993593,0.6959966638865721,0.6900390017086266,2398.0
