,precision,recall,f1-score,support
Power,0.6836158192090396,0.8120805369127517,0.7423312883435583,149.0
Quality control,0.6647058823529411,0.6457142857142857,0.6550724637681159,175.0
Parameter,0.460431654676259,0.37209302325581395,0.4115755627009646,172.0
Materials / EEEs,0.5862068965517241,0.6455696202531646,0.6144578313253012,79.0
Measurement,0.9672131147540983,0.8719211822660099,0.917098445595855,203.0
Safety / Risk (Control),0.6091954022988506,0.6091954022988506,0.6091954022988506,87.0
Structure & Mechanism,0.46226415094339623,0.3712121212121212,0.4117647058823529,132.0
System engineering,0.6759259259259259,0.6886792452830188,0.6822429906542056,106.0
Thermal,0.6736842105263158,0.9411764705882353,0.7852760736196319,68.0
Space Environment,0.711340206185567,0.782312925170068,0.7451403887688985,441.0
Nonconformity,0.53125,0.5,0.5151515151515151,34.0
GN&C,0.7108433734939759,0.8489208633093526,0.7737704918032787,139.0
Project Scope,0.6883116883116883,0.5698924731182796,0.6235294117647059,93.0
Telecom.,0.7628865979381443,0.8409090909090909,0.8,88.0
Propulsion,0.8048780487804879,0.6470588235294118,0.717391304347826,102.0
OBDH,0.8354978354978355,0.7366412213740458,0.7829614604462475,262.0
Project Organisation / Documentation,0.559322033898305,0.38372093023255816,0.45517241379310347,86.0
Cleanliness,0.7659574468085106,0.6666666666666666,0.7128712871287128,54.0
micro avg,0.700164744645799,0.6882591093117408,0.69416088199265,2470.0
macro avg,0.6751961271196146,0.6629869378940958,0.6641668354107292,2470.0
weighted avg,0.6978493275236276,0.6882591093117408,0.6890011148252415,2470.0
