,precision,recall,f1-score,support
OBDH,0.65,0.639344262295082,0.6446280991735537,183.0
Project Organisation / Documentation,0.5909090909090909,0.3939393939393939,0.4727272727272727,66.0
System engineering,0.8347107438016529,0.6047904191616766,0.7013888888888888,167.0
Project Scope,0.7058823529411765,0.6,0.6486486486486487,80.0
Parameter,0.4868421052631579,0.44047619047619047,0.4625,168.0
Telecom.,0.7532467532467533,0.5043478260869565,0.6041666666666666,115.0
Space Environment,0.7479838709677419,0.9160493827160494,0.8235294117647058,405.0
Thermal,0.7164179104477612,0.7741935483870968,0.7441860465116279,62.0
Nonconformity,0.6875,0.5116279069767442,0.5866666666666667,43.0
Safety / Risk (Control),0.592,0.7254901960784313,0.6519823788546255,102.0
Quality control,0.7524271844660194,0.6768558951965066,0.7126436781609196,229.0
Materials / EEEs,0.7028985507246377,0.5449438202247191,0.6139240506329114,178.0
Cleanliness,0.6904761904761905,0.7837837837837838,0.7341772151898734,37.0
Propulsion,0.6190476190476191,0.6610169491525424,0.639344262295082,59.0
GN&C,0.8362068965517241,0.7028985507246377,0.7637795275590551,138.0
Power,0.6785714285714286,0.8571428571428571,0.7574750830564784,133.0
Structure & Mechanism,0.5398230088495575,0.488,0.5126050420168067,125.0
Measurement,0.8849206349206349,0.8779527559055118,0.8814229249011858,254.0
micro avg,0.7130081300813008,0.6894654088050315,0.701039168665068,2544.0
macro avg,0.6927702411769526,0.6501585410137877,0.6642108813174983,2544.0
weighted avg,0.7141963348627203,0.6894654088050315,0.6950590907569324,2544.0
