,precision,recall,f1-score,support
Telecom.,0.8285714285714286,0.6041666666666666,0.6987951807228916,192.0
Space Environment,0.7223719676549866,0.8170731707317073,0.7668097281831188,328.0
Project Organisation / Documentation,0.4157303370786517,0.42528735632183906,0.42045454545454547,87.0
Structure & Mechanism,0.7010309278350515,0.48226950354609927,0.5714285714285714,141.0
Measurement,0.9322709163346613,0.9,0.9158512720156555,260.0
Propulsion,0.6857142857142857,0.5647058823529412,0.6193548387096774,85.0
Cleanliness,0.6956521739130435,0.5423728813559322,0.6095238095238096,59.0
Safety / Risk (Control),0.8015267175572519,0.660377358490566,0.7241379310344828,159.0
Materials / EEEs,0.6373626373626373,0.7733333333333333,0.6987951807228916,75.0
Thermal,0.7837837837837838,0.8207547169811321,0.8018433179723502,106.0
GN&C,0.717391304347826,0.7226277372262774,0.72,137.0
System engineering,0.5340909090909091,0.5053763440860215,0.5193370165745856,93.0
Power,0.6935483870967742,0.9148936170212766,0.7889908256880734,141.0
Quality control,0.714975845410628,0.729064039408867,0.7219512195121951,203.0
Parameter,0.5608108108108109,0.538961038961039,0.5496688741721855,154.0
OBDH,0.6784313725490196,0.8317307692307693,0.7473002159827213,208.0
Project Scope,0.5,0.4,0.4444444444444444,80.0
Nonconformity,0.5,0.4358974358974359,0.4657534246575342,39.0
micro avg,0.7075883988875645,0.6992540243423636,0.7033965244865719,2547.0
macro avg,0.6724035447284306,0.6482717695339947,0.6546911331555408,2547.0
weighted avg,0.7102258933611241,0.6992540243423636,0.6991182311847081,2547.0
