,precision,recall,f1-score,support
System engineering,0.6,0.5607476635514018,0.5797101449275363,107.0
Quality control,0.7819148936170213,0.7205882352941176,0.75,204.0
Structure & Mechanism,0.5972222222222222,0.44559585492227977,0.5103857566765578,193.0
Nonconformity,0.6410256410256411,0.5,0.5617977528089888,50.0
Thermal,0.7217391304347827,0.7980769230769231,0.7579908675799086,104.0
OBDH,0.8241758241758241,0.75,0.7853403141361257,200.0
Telecom.,0.8442622950819673,0.7862595419847328,0.8142292490118577,131.0
Project Scope,0.6826923076923077,0.5634920634920635,0.6173913043478261,126.0
Project Organisation / Documentation,0.4838709677419355,0.5660377358490566,0.5217391304347826,53.0
Safety / Risk (Control),0.6796116504854369,0.6194690265486725,0.6481481481481481,113.0
Parameter,0.5095541401273885,0.43956043956043955,0.471976401179941,182.0
Power,0.8148148148148148,0.7457627118644068,0.7787610619469026,177.0
Measurement,0.863905325443787,0.9125,0.8875379939209727,160.0
GN&C,0.5662650602409639,0.5949367088607594,0.5802469135802469,79.0
Materials / EEEs,0.7128712871287128,0.7783783783783784,0.7441860465116279,185.0
Space Environment,0.7380952380952381,0.8188679245283019,0.776386404293381,265.0
Propulsion,0.7435897435897436,0.725,0.7341772151898734,80.0
Cleanliness,0.6712328767123288,0.8166666666666667,0.7368421052631579,60.0
micro avg,0.7143458140513252,0.6877278250303767,0.7007841518778374,2469.0
macro avg,0.6931579677016731,0.6745522152543444,0.6809359338865464,2469.0
weighted avg,0.7116805017083796,0.6877278250303767,0.6969697064871986,2469.0
