,precision,recall,f1-score,support
Telecom.,0.7819548872180451,0.832,0.8062015503875969,125.0
Cleanliness,0.7790697674418605,0.6767676767676768,0.7243243243243244,99.0
Safety / Risk (Control),0.6990291262135923,0.6486486486486487,0.6728971962616822,111.0
Project Organisation / Documentation,0.5308641975308642,0.4095238095238095,0.46236559139784944,105.0
Parameter,0.46511627906976744,0.5517241379310345,0.5047318611987381,145.0
Measurement,0.847926267281106,0.8932038834951457,0.8699763593380615,206.0
Space Environment,0.682983682983683,0.7670157068062827,0.7225647348951911,382.0
Power,0.7238805970149254,0.7348484848484849,0.7293233082706767,132.0
Project Scope,0.7096774193548387,0.4782608695652174,0.5714285714285714,138.0
Propulsion,0.515625,0.66,0.5789473684210527,50.0
System engineering,0.5298507462686567,0.5966386554621849,0.5612648221343873,119.0
OBDH,0.8782051282051282,0.8253012048192772,0.8509316770186336,332.0
Thermal,0.7303370786516854,0.8666666666666667,0.7926829268292683,75.0
Nonconformity,0.4642857142857143,0.5531914893617021,0.5048543689320388,47.0
Structure & Mechanism,0.627906976744186,0.6835443037974683,0.6545454545454545,79.0
GN&C,0.8345864661654135,0.6342857142857142,0.7207792207792207,175.0
Materials / EEEs,0.5757575757575758,0.6063829787234043,0.5906735751295337,94.0
Quality control,0.6759776536312849,0.605,0.6385224274406333,200.0
micro avg,0.6992307692307692,0.6954858454475898,0.6973532796317606,2614.0
macro avg,0.6696130313232405,0.6679446794834845,0.6642786299296064,2614.0
weighted avg,0.7064559025098557,0.6954858454475898,0.6969288086984166,2614.0
