,precision,recall,f1-score,support
Parameter,0.5488372093023256,0.6378378378378379,0.59,185.0
Structure & Mechanism,0.5144927536231884,0.5338345864661654,0.5239852398523985,133.0
Propulsion,0.8148148148148148,0.704,0.7553648068669528,125.0
Nonconformity,0.6071428571428571,0.5573770491803278,0.5811965811965812,61.0
Measurement,0.9565217391304348,0.9,0.927400468384075,220.0
Quality control,0.7534883720930232,0.7074235807860262,0.7297297297297297,229.0
Space Environment,0.7349081364829396,0.8459214501510574,0.7865168539325843,331.0
Project Scope,0.651685393258427,0.6236559139784946,0.6373626373626373,93.0
Materials / EEEs,0.4793388429752066,0.6904761904761905,0.5658536585365853,84.0
Power,0.7732558139534884,0.7388888888888889,0.7556818181818182,180.0
Telecom.,0.7090909090909091,0.6046511627906976,0.6527196652719666,129.0
GN&C,0.7228915662650602,0.5607476635514018,0.631578947368421,107.0
System engineering,0.625,0.6551724137931034,0.6397306397306397,145.0
Project Organisation / Documentation,0.5274725274725275,0.41379310344827586,0.463768115942029,116.0
OBDH,0.82421875,0.7700729927007299,0.7962264150943397,274.0
Thermal,0.8412698412698413,0.7681159420289855,0.803030303030303,69.0
Safety / Risk (Control),0.7373737373737373,0.5748031496062992,0.6460176991150443,127.0
Cleanliness,0.8070175438596491,0.5897435897435898,0.6814814814814815,78.0
micro avg,0.7133562954458477,0.6939687267311988,0.7035289677297604,2686.0
macro avg,0.7016011560060238,0.6598064175237819,0.6759802811709771,2686.0
weighted avg,0.7208699842307702,0.6939687267311988,0.7036965149915764,2686.0
