,precision,recall,f1-score,support
OBDH,0.6679389312977099,0.8373205741626795,0.7430997876857749,209.0
Project Organisation / Documentation,0.5476190476190477,0.7301587301587301,0.6258503401360545,63.0
Quality control,0.7529880478087649,0.7682926829268293,0.7605633802816901,246.0
Structure & Mechanism,0.6068376068376068,0.4930555555555556,0.5440613026819924,144.0
Parameter,0.5384615384615384,0.525,0.5316455696202531,200.0
Space Environment,0.8066528066528067,0.8290598290598291,0.8177028451001054,468.0
Cleanliness,0.8,0.5454545454545454,0.6486486486486487,44.0
Nonconformity,0.6818181818181818,0.7377049180327869,0.7086614173228346,61.0
Telecom.,0.8188976377952756,0.6624203821656051,0.7323943661971831,157.0
Measurement,0.9569377990430622,0.8403361344537815,0.8948545861297539,238.0
Power,0.656084656084656,0.7898089171974523,0.7167630057803468,157.0
Thermal,0.7311827956989247,0.8095238095238095,0.768361581920904,84.0
Materials / EEEs,0.7222222222222222,0.91,0.8053097345132744,100.0
System engineering,0.660377358490566,0.6907894736842105,0.6752411575562701,152.0
Project Scope,0.6333333333333333,0.7307692307692307,0.6785714285714286,78.0
Safety / Risk (Control),0.7518796992481203,0.7299270072992701,0.7407407407407407,137.0
Propulsion,0.6607142857142857,0.5692307692307692,0.6115702479338843,65.0
GN&C,0.6324786324786325,0.6379310344827587,0.6351931330472103,116.0
micro avg,0.7192100538599641,0.7366678926075764,0.7278343023255814,2719.0
macro avg,0.7014680322558186,0.7131546441198802,0.7021796263260194,2719.0
weighted avg,0.724817750159015,0.7366678926075764,0.7271093792785421,2719.0
