,precision,recall,f1-score,support
Safety / Risk (Control),0.7377049180327869,0.7086614173228346,0.7228915662650602,127.0
Thermal,0.64,0.45714285714285713,0.5333333333333333,35.0
Cleanliness,0.6666666666666666,0.6,0.631578947368421,40.0
Space Environment,0.7183544303797469,0.7322580645161291,0.7252396166134185,310.0
Power,0.66875,0.8294573643410853,0.740484429065744,129.0
System engineering,0.46206896551724136,0.5275590551181102,0.49264705882352944,127.0
Measurement,0.9193548387096774,0.9047619047619048,0.912,252.0
Parameter,0.47619047619047616,0.5333333333333333,0.5031446540880503,150.0
OBDH,0.7023255813953488,0.7864583333333334,0.742014742014742,192.0
Nonconformity,0.5272727272727272,0.6904761904761905,0.5979381443298969,42.0
Quality control,0.7562189054726368,0.7676767676767676,0.7619047619047619,198.0
Project Scope,0.64,0.5818181818181818,0.6095238095238096,110.0
Propulsion,0.8,0.5,0.6153846153846154,80.0
Materials / EEEs,0.6767676767676768,0.7015706806282722,0.6889460154241646,191.0
Structure & Mechanism,0.5808383233532934,0.60625,0.5932721712538226,160.0
Telecom.,0.8214285714285714,0.5267175572519084,0.641860465116279,131.0
GN&C,0.6923076923076923,0.5664335664335665,0.6230769230769231,143.0
Project Organisation / Documentation,0.6276595744680851,0.5267857142857143,0.5728155339805825,112.0
micro avg,0.6857257097161136,0.6781336496638988,0.6819085487077535,2529.0
macro avg,0.6729949637757014,0.6415200549133437,0.6504475993092863,2529.0
weighted avg,0.6934470726501848,0.6781336496638988,0.6811042947043909,2529.0
