,precision,recall,f1-score,support
Project Scope,0.6714285714285714,0.6025641025641025,0.6351351351351351,78.0
Power,0.8083333333333333,0.8738738738738738,0.8398268398268398,111.0
GN&C,0.7880794701986755,0.6502732240437158,0.7125748502994012,183.0
OBDH,0.7282608695652174,0.7528089887640449,0.7403314917127072,267.0
System engineering,0.7314814814814815,0.6991150442477876,0.7149321266968326,113.0
Project Organisation / Documentation,0.5072463768115942,0.49295774647887325,0.5,71.0
Cleanliness,0.6666666666666666,0.9166666666666666,0.7719298245614035,24.0
Safety / Risk (Control),0.7338709677419355,0.8198198198198198,0.774468085106383,111.0
Nonconformity,0.6666666666666666,0.5846153846153846,0.6229508196721312,65.0
Structure & Mechanism,0.5596330275229358,0.5041322314049587,0.5304347826086957,121.0
Space Environment,0.44339622641509435,0.752,0.5578635014836796,125.0
Thermal,0.6698113207547169,0.8452380952380952,0.7473684210526316,84.0
Quality control,0.7486033519553073,0.7444444444444445,0.7465181058495822,180.0
Telecom.,0.725,0.6444444444444445,0.6823529411764706,90.0
Materials / EEEs,0.7291666666666666,0.6730769230769231,0.7,104.0
Parameter,0.5114155251141552,0.6436781609195402,0.5699745547073791,174.0
Measurement,0.9387755102040817,0.8165680473372781,0.8734177215189873,169.0
Propulsion,0.7560975609756098,0.6739130434782609,0.7126436781609196,46.0
micro avg,0.6818388711879836,0.7079395085066162,0.6946440992348714,2116.0
macro avg,0.6879963107501506,0.7050105689676786,0.6907068266427321,2116.0
weighted avg,0.6984317567889866,0.7079395085066162,0.6979899464294193,2116.0
