,precision,recall,f1-score,support
Project Organisation / Documentation,0.6272727272727273,0.6272727272727273,0.6272727272727273,110.0
Safety / Risk (Control),0.7954545454545454,0.603448275862069,0.6862745098039216,116.0
Nonconformity,0.775,0.5344827586206896,0.6326530612244898,58.0
Propulsion,0.6952380952380952,0.73,0.7121951219512195,100.0
Cleanliness,0.8333333333333334,0.6557377049180327,0.7339449541284404,61.0
Project Scope,0.6444444444444445,0.6590909090909091,0.651685393258427,88.0
System engineering,0.6510067114093959,0.7238805970149254,0.6855123674911661,134.0
Structure & Mechanism,0.5436241610738255,0.6585365853658537,0.5955882352941176,123.0
OBDH,0.7865168539325843,0.8171206225680934,0.8015267175572519,257.0
GN&C,0.6125,0.5157894736842106,0.56,95.0
Thermal,0.9038461538461539,0.746031746031746,0.8173913043478261,63.0
Quality control,0.7878787878787878,0.7123287671232876,0.7482014388489209,219.0
Space Environment,0.7225274725274725,0.801829268292683,0.7601156069364162,328.0
Telecom.,0.6752136752136753,0.6422764227642277,0.6583333333333333,123.0
Measurement,0.9758454106280193,0.9223744292237442,0.9483568075117371,219.0
Materials / EEEs,0.647887323943662,0.5974025974025974,0.6216216216216216,77.0
Power,0.8481012658227848,0.7928994082840237,0.8195718654434251,169.0
Parameter,0.4852941176470588,0.7542857142857143,0.5906040268456376,175.0
micro avg,0.7161793372319688,0.7304174950298211,0.7232283464566929,2515.0
macro avg,0.7228325044259203,0.6941548893225297,0.7028249496039266,2515.0
weighted avg,0.7312505337988606,0.7304174950298211,0.7260483532063666,2515.0
