,precision,recall,f1-score,support
Power,0.8449612403100775,0.8790322580645161,0.8616600790513834,124.0
Parameter,0.5301204819277109,0.5534591194968553,0.5415384615384615,159.0
Propulsion,0.5964912280701754,0.7391304347826086,0.6601941747572816,46.0
OBDH,0.656084656084656,0.7209302325581395,0.6869806094182825,172.0
Project Scope,0.6263736263736264,0.7307692307692307,0.6745562130177515,78.0
Space Environment,0.8056206088992974,0.884318766066838,0.8431372549019608,389.0
Structure & Mechanism,0.4424778761061947,0.43478260869565216,0.43859649122807015,115.0
Quality control,0.7658536585365854,0.7235023041474654,0.7440758293838863,217.0
Project Organisation / Documentation,0.8055555555555556,0.47540983606557374,0.5979381443298969,61.0
Nonconformity,0.6774193548387096,0.5,0.5753424657534246,42.0
Measurement,0.8976377952755905,0.9011857707509882,0.8994082840236687,253.0
System engineering,0.7483443708609272,0.7197452229299363,0.7337662337662337,157.0
Thermal,0.7096774193548387,0.7719298245614035,0.7394957983193278,57.0
Materials / EEEs,0.8046875,0.6776315789473685,0.7357142857142858,152.0
Telecom.,0.7045454545454546,0.5740740740740741,0.6326530612244898,108.0
Safety / Risk (Control),0.7319587628865979,0.7244897959183674,0.7282051282051282,98.0
GN&C,0.7787610619469026,0.7719298245614035,0.775330396475771,114.0
Cleanliness,0.6296296296296297,0.6071428571428571,0.6181818181818182,28.0
micro avg,0.7356175972927242,0.7337552742616034,0.7346852555978032,2370.0
macro avg,0.7086777934001405,0.6883035410851822,0.6937097071828402,2370.0
weighted avg,0.7374880037160202,0.7337552742616034,0.7328001335135228,2370.0
