,precision,recall,f1-score,support
Project Scope,0.6636363636363637,0.6460176991150443,0.6547085201793722,113.0
OBDH,0.7426900584795322,0.6225490196078431,0.6773333333333333,204.0
Project Organisation / Documentation,0.48484848484848486,0.43243243243243246,0.45714285714285713,74.0
Propulsion,0.9285714285714286,0.611764705882353,0.7375886524822695,85.0
Power,0.7906976744186046,0.8292682926829268,0.8095238095238095,123.0
Structure & Mechanism,0.4431818181818182,0.52,0.4785276073619632,75.0
Telecom.,0.6013986013986014,0.8865979381443299,0.7166666666666667,97.0
Safety / Risk (Control),0.7241379310344828,0.7325581395348837,0.7283236994219653,86.0
Measurement,0.9193548387096774,0.9095744680851063,0.9144385026737968,188.0
Cleanliness,0.7878787878787878,0.65,0.7123287671232876,40.0
Materials / EEEs,0.71900826446281,0.7631578947368421,0.7404255319148936,114.0
Space Environment,0.8255813953488372,0.7395833333333334,0.7802197802197802,288.0
Nonconformity,0.7142857142857143,0.7575757575757576,0.7352941176470589,33.0
System engineering,0.6210526315789474,0.5566037735849056,0.5870646766169154,106.0
Quality control,0.7565217391304347,0.725,0.7404255319148936,240.0
Thermal,0.825,0.717391304347826,0.7674418604651163,92.0
Parameter,0.5657894736842105,0.581081081081081,0.5733333333333334,148.0
GN&C,0.75,0.7636363636363637,0.7567567567567568,110.0
micro avg,0.7272304832713755,0.7062274368231047,0.7165750915750916,2216.0
macro avg,0.7146464003138187,0.6913773446545016,0.6981968891543372,2216.0
weighted avg,0.7353819175392637,0.7062274368231047,0.7169275663999335,2216.0
