,precision,recall,f1-score,support
Materials / EEEs,0.5555555555555556,0.8333333333333334,0.6666666666666666,72.0
Propulsion,0.7777777777777778,0.6049382716049383,0.6805555555555556,81.0
OBDH,0.8709677419354839,0.7590361445783133,0.8111587982832618,249.0
Project Organisation / Documentation,0.5730337078651685,0.6219512195121951,0.5964912280701754,82.0
Telecom.,0.7128712871287128,0.8571428571428571,0.7783783783783784,84.0
Structure & Mechanism,0.6302521008403361,0.646551724137931,0.6382978723404256,116.0
Quality control,0.718562874251497,0.7317073170731707,0.7250755287009063,164.0
Safety / Risk (Control),0.5625,0.5555555555555556,0.5590062111801242,81.0
Nonconformity,0.6296296296296297,0.5151515151515151,0.5666666666666667,33.0
Project Scope,0.6547619047619048,0.6111111111111112,0.632183908045977,90.0
Thermal,0.7702702702702703,0.9193548387096774,0.8382352941176471,62.0
Space Environment,0.719626168224299,0.7333333333333333,0.7264150943396226,420.0
System engineering,0.5806451612903226,0.7346938775510204,0.6486486486486487,98.0
Measurement,0.9381443298969072,0.8921568627450981,0.914572864321608,204.0
Power,0.7969924812030075,0.803030303030303,0.8,132.0
Parameter,0.5325443786982249,0.5454545454545454,0.5389221556886228,165.0
GN&C,0.6934306569343066,0.8050847457627118,0.7450980392156863,118.0
Cleanliness,0.6774193548387096,0.4375,0.5316455696202531,48.0
micro avg,0.7095948827292111,0.7237929534580252,0.7166236003445305,2299.0
macro avg,0.6886102989501175,0.7003937530993116,0.688778804435568,2299.0
weighted avg,0.7171211471325177,0.7237929534580252,0.7170068166120893,2299.0
