,precision,recall,f1-score,support
Thermal,0.775,0.8157894736842105,0.7948717948717948,76.0
Structure & Mechanism,0.6842105263157895,0.6026490066225165,0.6408450704225352,151.0
Project Scope,0.5694444444444444,0.4880952380952381,0.5256410256410257,84.0
System engineering,0.6461538461538462,0.6268656716417911,0.6363636363636364,134.0
GN&C,0.6434782608695652,0.7047619047619048,0.6727272727272727,105.0
Measurement,0.9028571428571428,0.8494623655913979,0.8753462603878116,186.0
Power,0.8256880733944955,0.7758620689655172,0.8,232.0
Project Organisation / Documentation,0.625,0.5803571428571429,0.6018518518518519,112.0
Telecom.,0.8484848484848485,0.6131386861313869,0.711864406779661,137.0
Propulsion,0.7590361445783133,0.5675675675675675,0.6494845360824743,111.0
Cleanliness,0.5384615384615384,0.7,0.6086956521739131,30.0
Nonconformity,0.5,0.5555555555555556,0.5263157894736842,36.0
OBDH,0.5540540540540541,0.831081081081081,0.6648648648648648,148.0
Quality control,0.6863636363636364,0.6832579185520362,0.6848072562358276,221.0
Materials / EEEs,0.5986394557823129,0.8073394495412844,0.6875,109.0
Parameter,0.5701357466063348,0.6395939086294417,0.6028708133971292,197.0
Safety / Risk (Control),0.7029702970297029,0.71,0.7064676616915423,100.0
Space Environment,0.8017241379310345,0.7153846153846154,0.7560975609756098,260.0
micro avg,0.6943644590703414,0.6949361877315767,0.6946502057613169,2429.0
macro avg,0.6795390085181698,0.6814867585923715,0.6748119696633685,2429.0
weighted avg,0.7074266824164162,0.6949361877315767,0.6959928538727623,2429.0
