,precision,recall,f1-score,support
Nonconformity,0.5588235294117647,0.5588235294117647,0.5588235294117647,34.0
Cleanliness,0.6857142857142857,0.5581395348837209,0.6153846153846154,43.0
Measurement,0.9125475285171103,0.8333333333333334,0.8711433756805808,288.0
Thermal,0.8028169014084507,0.7916666666666666,0.7972027972027972,72.0
System engineering,0.5675675675675675,0.6,0.5833333333333334,105.0
Space Environment,0.8641025641025641,0.8100961538461539,0.8362282878411911,416.0
Parameter,0.4418604651162791,0.6386554621848739,0.5223367697594502,119.0
Propulsion,0.7763157894736842,0.5841584158415841,0.6666666666666666,101.0
Materials / EEEs,0.7777777777777778,0.6026490066225165,0.6791044776119403,151.0
Project Organisation / Documentation,0.5757575757575758,0.4175824175824176,0.4840764331210191,91.0
Telecom.,0.7403846153846154,0.47530864197530864,0.5789473684210527,162.0
Quality control,0.7312252964426877,0.7341269841269841,0.7326732673267327,252.0
GN&C,0.7946428571428571,0.7063492063492064,0.7478991596638656,126.0
Project Scope,0.7283950617283951,0.6483516483516484,0.686046511627907,91.0
OBDH,0.7092651757188498,0.9024390243902439,0.7942754919499105,246.0
Safety / Risk (Control),0.6796116504854369,0.7692307692307693,0.7216494845360825,91.0
Structure & Mechanism,0.4778761061946903,0.47368421052631576,0.47577092511013214,114.0
Power,0.6586345381526104,0.8,0.7224669603524229,205.0
micro avg,0.7224934284641382,0.7107499076468415,0.7165735567970205,2707.0
macro avg,0.6935177381165113,0.6613663891846393,0.6707794141667479,2707.0
weighted avg,0.733444047819363,0.7107499076468415,0.7157191320427793,2707.0
