,precision,recall,f1-score,support
Telecom.,0.6354166666666666,0.6971428571428572,0.6648501362397821,175.0
Power,0.7941176470588235,0.7714285714285715,0.782608695652174,140.0
OBDH,0.7661870503597122,0.6677115987460815,0.7135678391959799,319.0
Thermal,0.7931034482758621,0.7666666666666667,0.7796610169491526,60.0
GN&C,0.6869565217391305,0.6810344827586207,0.683982683982684,116.0
Materials / EEEs,0.6145833333333334,0.7662337662337663,0.6820809248554913,77.0
Measurement,0.8477157360406091,0.8835978835978836,0.8652849740932642,189.0
Propulsion,0.6578947368421053,0.704225352112676,0.6802721088435374,71.0
Nonconformity,0.5609756097560976,0.5476190476190477,0.5542168674698795,42.0
Safety / Risk (Control),0.6796116504854369,0.6730769230769231,0.6763285024154589,104.0
System engineering,0.6635514018691588,0.6396396396396397,0.6513761467889908,111.0
Parameter,0.5513513513513514,0.6538461538461539,0.5982404692082112,156.0
Cleanliness,0.7755102040816326,0.7450980392156863,0.76,51.0
Space Environment,0.5737051792828686,0.7539267015706806,0.6515837104072398,191.0
Structure & Mechanism,0.6031746031746031,0.4318181818181818,0.5033112582781457,88.0
Project Organisation / Documentation,0.5522388059701493,0.5441176470588235,0.5481481481481482,68.0
Project Scope,0.49038461538461536,0.5862068965517241,0.5340314136125655,87.0
Quality control,0.7978142076502732,0.7448979591836735,0.7704485488126649,196.0
micro avg,0.6797044763146458,0.6979027219991075,0.6886833993835315,2241.0
macro avg,0.6691273760734684,0.6810160204593143,0.672221858052965,2241.0
weighted avg,0.6876456493909159,0.6979027219991075,0.6896529832922917,2241.0
