,precision,recall,f1-score,support
Quality control,0.6573705179282868,0.66,0.6586826347305389,250.0
Cleanliness,0.6285714285714286,0.6376811594202898,0.6330935251798561,69.0
Power,0.7322834645669292,0.7622950819672131,0.7469879518072289,122.0
Thermal,0.32075471698113206,0.5,0.39080459770114945,34.0
Materials / EEEs,0.6974789915966386,0.7410714285714286,0.7186147186147186,112.0
Safety / Risk (Control),0.664,0.6384615384615384,0.6509803921568628,130.0
Structure & Mechanism,0.5266666666666666,0.5197368421052632,0.5231788079470199,152.0
Nonconformity,0.6571428571428571,0.5897435897435898,0.6216216216216216,39.0
GN&C,0.7203389830508474,0.8095238095238095,0.7623318385650224,105.0
Parameter,0.44366197183098594,0.4921875,0.4666666666666667,128.0
OBDH,0.7710843373493976,0.8648648648648649,0.8152866242038217,222.0
Space Environment,0.746177370030581,0.8243243243243243,0.78330658105939,296.0
Measurement,0.8434343434343434,0.8308457711442786,0.8370927318295739,201.0
System engineering,0.6509433962264151,0.5348837209302325,0.5872340425531914,129.0
Project Organisation / Documentation,0.532258064516129,0.3707865168539326,0.4370860927152318,89.0
Propulsion,0.7283950617283951,0.6704545454545454,0.6982248520710059,88.0
Project Scope,0.5267175572519084,0.7040816326530612,0.6026200873362445,98.0
Telecom.,0.8677685950413223,0.6287425149700598,0.7291666666666666,167.0
micro avg,0.6787018255578093,0.6881941587823941,0.6834150326797386,2431.0
macro avg,0.6508360179952369,0.6544269356104684,0.647943357412545,2431.0
weighted avg,0.684516171643031,0.6881941587823941,0.6826261441964545,2431.0
