,precision,recall,f1-score,support
Structure & Mechanism,0.4788732394366197,0.5483870967741935,0.5112781954887218,124.0
GN&C,0.6206896551724138,0.5142857142857142,0.5625,105.0
System engineering,0.71,0.6698113207547169,0.6893203883495146,106.0
Materials / EEEs,0.7440476190476191,0.8169934640522876,0.778816199376947,153.0
Quality control,0.6846473029045643,0.7674418604651163,0.7236842105263158,215.0
Measurement,0.9298245614035088,0.8983050847457628,0.9137931034482759,177.0
Space Environment,0.8190954773869347,0.9157303370786517,0.8647214854111406,356.0
OBDH,0.8366013071895425,0.8025078369905956,0.8192,319.0
Telecom.,0.6444444444444445,0.8787878787878788,0.7435897435897436,99.0
Safety / Risk (Control),0.828125,0.7361111111111112,0.7794117647058824,144.0
Project Scope,0.5974025974025974,0.6764705882352942,0.6344827586206897,68.0
Power,0.8131868131868132,0.8361581920903954,0.8245125348189415,177.0
Propulsion,0.8615384615384616,0.6746987951807228,0.7567567567567568,83.0
Parameter,0.55,0.4375,0.4873417721518987,176.0
Thermal,0.7029702970297029,0.7717391304347826,0.7357512953367875,92.0
Nonconformity,0.59375,0.6229508196721312,0.608,61.0
Cleanliness,0.6885245901639344,0.5454545454545454,0.6086956521739131,77.0
Project Organisation / Documentation,0.547945205479452,0.5405405405405406,0.54421768707483,74.0
micro avg,0.7332322849564229,0.7425172678434382,0.7378455672068637,2606.0
macro avg,0.702870365099256,0.7029930175919133,0.6992263082127977,2606.0
weighted avg,0.7345646187542653,0.7425172678434382,0.7354654452086881,2606.0
